COUNTRY,INDEX_TYPE,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4
Zambia,Consumer price index (CPI),,,,,,,1.892147588,1.42370783,0.76289289,2.219866747,1.715403075,1.800069906,0.489270386,2.132627203,2.007248397,1.637059306,1.083653769,1.939242392,2.129380757,1.763037535,1.011876365,2.398707432,2.425051584,1.88652415,1.030472203,1.885662975,2.083521649,2.178244123,11.35014515,5.296028951,1.300837044,0.63659413,2.008265062,2.732764748,1.165726936,0.4718594,1.776476994,2.935865713,2.181327963,0.836101795,1.798634866,2.733128929,2.542845515,2.147581949,3.227756112,4.950232805,4.877465631,1.790848183,4.944569559,9.043808169,6.049601513,1.933625188,0.843869125,4.666773055,2.664354256,1.392279347,0.757984932,4.525507655,2.956208821,2.393475563,2.425751554,5.086778722,3.96650912,3.185210837,3.161863414
Solomon Islands,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,4.75176897,-2.086880114,-2.254753492,-0.556607563,0.063473745,2.8429733,0.571941236,0.38470116,-0.905304082,-1.787916153,-0.519317468,1.42267095,1.380090498,-0.725284535,-0.247274362,3.568596057,-0.128990648,0.129157249,0.548210255,0.513149455,-0.255264837,0.959692898,1.520912548,5.43071161,-2.161042037,-4.296520424,-0.474233323,4.733163914,-1.243554747,-1.750614251,0.875273523,1.518438178,3.632478632,3.229779087,0.425035189,1.924424933,0.131630722,1.030066815,1.763571232,1.9767127,-1.194901753,1.504971782,2.303415409
"Fiji, Republic of",Consumer price index (CPI),0,0.799235103,0.405844156,3.476151981,1.015625,0.154679041,0.386100386,0.384615385,1.762452107,3.727409639,1.778584392,0.713266762,0.354107649,1.482004234,1.460361613,-0.68540096,0.379572119,2.612581643,-0.335008375,-0.134453782,1.245371929,0,-0.465425532,-0.133600534,0.635451505,1.528747092,-1.047463175,0.264637777,0.857802705,0.654236179,2.924926877,1.13672245,-0.437090228,2.257761054,-0.12266176,0.30703101,0.214263851,1.740989615,2.251576103,0.264239577,0.732064422,1.424418605,-0.085984523,-1.262191624,-0.755374782,-0.468384075,0.294117647,-1.700879765,-1.193317422,2.20410628,-0.620384047,0.267538644,0,3.439075007,1.146460304,0.736752621,-0.64697609,0.764439411,0.168586682,0.813464236,2.671118531,0.54200542,2.371967655,-0.210637177,-0.791556728
"Nauru, Republic of",Consumer price index (CPI),,,,,,,0.066755674,0.300200133,-0.665114732,1.272179444,-0.991735537,0.434056761,-0.39893617,0.834445928,-1.290963257,0.469483568,0.46728972,0.099667774,0.398274145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Caledonia,Consumer price index (CPI),,,,,,,0.666847201,0.662429806,0.106894709,1.08115323,0.541397069,0.597583399,0.182779555,0.475662996,0.661478599,0.283468625,0.218424772,0.66025641,0.394829014,-0.263241357,-0.085858746,0.050922979,-0.031810663,0.321389932,0.355251055,-0.202281994,-0.129849565,0.678632587,0.447272269,-0.185010975,-0.113097295,0.415159616,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,Consumer price index (CPI),2.138752982,1.842760579,-0.036600833,-0.23085053,-2.472517247,-1.081803753,-0.741707729,-0.661828324,0.031648491,2.176529101,-0.706240237,1.755894982,-2.029915805,-1.016254227,1.134159539,-4.327317658,0.501639877,0.255186637,0.656124028,-1.46585885,0.256471432,1.609999852,2.163950643,-1.402221881,-0.133203013,0.675128419,-0.356808271,0.830543494,0.101139353,0.605716166,0.997902782,0.624695285,-0.645122476,-1.919540914,2.633516467,0.357708798,0.336664276,0.215844149,-0.346024882,-0.922890517,-0.013066865,-0.374915905,-1.641170849,0.311763317,0.766551088,1.067615814,1.124960947,0.290244177,0.64208311,-0.19630856,1.117572786,-0.17448398,2.323500653,-0.918345031,-0.221611433,5.545231742,6.512400878,6.237695363,-4.475065746,-2.793960209,1.524938958,2.259189687,1.563319628,1.161597764,
Vanuatu,Consumer price index (CPI),0.155520995,1.830681048,0.870769249,0.596484769,-0.873838207,2.244849866,0.760929203,0.065526735,0.194976675,-0.32315956,0.642003072,0.505260533,0.370701135,0.507614213,0.072150072,0.144196107,0.07199424,1.079136691,0.213523132,0.071022727,0.141944642,0.283486889,0.141342756,0.211714891,0.422535211,0.210378682,4.828551435,-3.538050734,0.138408304,0.691085003,0.205902539,0.890410959,0.339443313,0.676589986,1.344086022,1.193633952,0.065530799,0.654878847,0.455432661,0.582901554,0.193174501,0.899742931,0.700636943,1.201771031,0.625,0.49689441,3.152039555,1.677651288,1.119622864,-0.524475524,0.117164616,0.234055003,0.875656743,1.5625,1.025641026,5.18894529,3.056300268,1.873048907,3.626149132,3.006407097,-1.626794258,,,,
Samoa,Consumer price index (CPI),4.394463668,-0.033145509,0.563660477,-1.516650181,-1.807833947,2.011592226,0.935828877,-0.132450331,0.596816976,2.508291255,0.225152782,1.3478819,4.68651045,-0.635208711,0.0304414,-1.82592818,-2.293862368,6.567258883,-2.61982733,-1.436869459,-1.550868486,1.543793321,0.09308098,-0.12399256,2.545003104,-0.090799031,-1.029990912,-0.918273646,0.834105653,1.613467656,-0.888264982,1.699442595,-1.510188648,0.78163746,0.297459557,2.046164182,0.9455541,0.463826436,1.751533834,2.04975964,-1.823844006,-1.553505262,2.058237087,2.162595347,-0.506787076,0.781934877,-3.814123134,0.071922948,-2.729949483,2.021794182,2.389155304,3.884429235,1.613058544,1.277701147,2.663061515,8.347989877,-2.323710894,2.82803617,2.666797934,0.30120656,-0.431578365,1.006489649,1.115356668,-1.090849807,1.551372269
Tonga,Consumer price index (CPI),-0.501935671,-0.914217686,0.548193324,2.012914641,-1.222689579,0.603204134,1.862368313,2.765245574,-0.392516156,2.585634805,3.00169803,0.595095412,-2.011945929,0.384985563,2.396931927,-0.998751561,-0.094577554,-0.116653193,1.412083962,-0.373831776,0.031269543,3.469834323,-0.302114804,-1.363636364,-0.829493088,0.774473358,0.768521365,-1.098230628,-1.850709439,2.137020742,0.276923077,4.050322185,-0.058979652,3.452345825,2.481460354,0.222655163,-0.362608159,2.477029853,1.306740028,2.206381534,-0.232480903,-0.133155792,-0.633333333,0.93928212,0.332336324,-0.066247102,-1.226383825,-0.302013423,0.942443622,2.867622541,1.782820097,1.050955414,2.237630003,3.051787916,3.918635956,3.799654577,0,1.30338325,1.697235149,0.457604307,2.357984995,-0.130890052,1.965923984,-1.336760925,0.364773319
"Micronesia, Federated States of",Consumer price index (CPI),-0.470983875,0.356608563,1.639126448,0.943359464,0.864706697,-0.177068537,1.809217881,1.297029822,-0.290664835,1.064573192,1.299695114,3.240691205,1.766635324,0.307662351,1.684950098,0.03770126,0.456500846,0.37136674,0.685050741,0.412610181,-0.506708985,0.162266744,0.70761841,0.050988755,-0.253807407,-0.528514842,0.578693776,-0.136325964,-0.575816068,-0.797460726,0.036661245,0.491461992,-0.628588195,-0.070927575,1.309,0.01184495,-0.448080852,0.163581746,1.658880355,-0.257039374,0.893170903,-0.010642518,1.193056469,0.167334411,-0.018137386,0.501255526,0.016150178,-0.47587838,-0.343583577,1.699898485,1.559424821,1.104321783,0.926265591,0.672421627,2.331437855,1.213692855,2.525512205,,,,,,,,
Tuvalu,Consumer price index (CPI),,,,,,,0.940211672,-1.109482733,-0.538088939,0.574,0.524986577,0.433225851,0.190072878,-0.101245417,1.318508314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Armenia, Republic of",Consumer price index (CPI),,,,,,,2.26178375,-1.278812957,2.959029227,6.859987741,0.165850983,-4.04654064,2.313180594,5.088966111,-2.067775056,-2.710181036,3.29491295,4.660531758,0.007326501,0.50489625,1.18037756,2.883279165,-1.275936265,-1.818657389,3.399956728,4.896268317,-1.282198601,-3.136844376,0.67563731,2.450104905,-1.604457492,-3.12287968,1.519419637,3.003198443,-0.00745639,-3.478344329,2.621599106,4.278397857,-1.630902139,-2.098139868,1.717476437,3.637289543,-0.72670877,-3.566742993,1.661353161,2.621615913,0.617693798,-3.221598881,2.270519363,5.644181152,1.552919876,-0.993227693,2.39691796,3.924835353,3.669182966,-0.784261974,1.848035825,2.306826711,-1.977495678,-2.155026295,1.575294319,1.377081169,-0.650134701,-1.156645315,1.602589103
"Azerbaijan, Republic of",Consumer price index (CPI),1.368421053,-1.592246452,-1.231093915,0.56980057,1.805949008,2.643478261,0.948830905,0.167841558,3.418230563,4.277381724,0.559353636,-0.741656366,2.02366127,1.251144339,-1.235684147,-1.983521514,1.930261519,2.474037874,0.41728763,-1.810626299,1.723095526,1.693907875,-0.467562829,-1.497357604,1.281669151,3.590347263,0.909090909,-1.661036036,2.004008016,9.458321639,0.358974359,0.485436893,5.237732011,6.644116936,1.585863163,-0.133809099,1.942831621,0.547645126,-0.261437908,-0.393184797,1.315789474,1.466327035,0.530622094,-0.499103925,1.032812571,1.887932806,0.513058116,-0.751023759,0.774247327,3.302511743,1.289797586,1.524833343,4.520498282,4.352834024,2.614506066,2.302731679,4.993853864,3.218715498,0.70099869,-1.541980241,0.522068377,1.301440733,0.170189529,1.207038414,1.508813056
"Belarus, Republic of",Consumer price index (CPI),3.075695254,6.490479154,1.628695459,0.735821407,1.234950014,2.528744038,2.190044655,1.625807281,3.28179835,4.879434291,19.50976932,25.92751678,28.21480345,7.714312888,4.941373534,5.150715207,5.099836525,5.775949504,2.17147974,2.097157882,4.92059599,5.562529878,5.003546328,3.33128646,2.977269351,4.417107078,2.691764101,1.510791367,2.532893723,5.121540496,2.692320005,0.904046387,1.896935245,1.91317264,1.454090864,0.012970589,1.462244269,1.89620758,1.069273157,0.389433374,1.732721278,2.628907531,0.938736794,0.262475697,1.105329498,2.266001023,1.450224245,0.703452727,2.146885414,3.746307798,2.444408375,1.248494835,2.484977466,5.45312313,7.034807809,1.826837251,-1.00514259,1.700193034,1.047874779,0.395359388,1.684958037,2.389499079,1.335520919,0.566673143,1.104420904
Georgia,Consumer price index (CPI),0.365816992,0.309892018,0.541074829,-2.052343587,4.23034076,2.020573531,0.264888827,2.039927132,5.819813501,4.667291329,-0.347721576,-3.325902284,1.24658787,1.212685151,-0.959656596,-1.44337466,0.615716285,-0.1433738,0.461321026,-1.542396489,2.308130118,2.070784305,-0.186348239,-0.549827409,1.3755787,1.105201611,1.517516741,1.054461755,1.850461392,0.553643701,-1.325826628,-0.209036279,1.612359721,4.863372481,0.239473793,-0.802698917,2.317568267,1.525864637,-0.640421645,-0.295489597,1.305344737,2.361031277,0.972091589,0.57914325,2.89991506,1.72242153,1.170375235,-1.100254628,1.535429613,2.909591047,4.756914306,2.606641065,2.252195009,2.95100004,4.593906431,1.101479093,1.314399656,0.446436563,-1.277493373,0.156857782,1.123793963,0.280682651,0.335891401,-0.61134031,1.143565325
"Kazakhstan, Republic of",Consumer price index (CPI),1.60680267,1.373792835,2.21482345,1.06943518,1.272566744,2.825484399,1.943763065,0.734311613,2.081340154,3.641619531,1.77240373,1.170815219,1.0034039,1.0700368,1.608481989,1.13711627,1.878796074,2.147366075,0.935036283,0.66804523,1.071141414,2.726399444,2.343747402,0.935769066,1.440434682,1.439046811,0.466933211,0.668155906,9.058819187,4.263097876,1.774977714,1.136812193,1.91350643,2.654240385,1.640564817,0.70073308,2.283371934,2.012253555,1.16974408,0.567800844,1.575877751,1.640125796,1.406341473,0.768023762,1.57576691,98.38030003,2.180475064,0.902241539,1.744484688,2.18088032,1.958361184,2.424947827,1.960020951,3.136674692,6.30320227,4.225030255,4.667283349,3.573402945,2.516889163,1.811292209,2.28483435,2.656171953,1.841683077,1.642283823,2.285037522
Kyrgyz Republic,Consumer price index (CPI),2.769956764,2.005243474,0.233190573,-2.248228054,0.593345409,4.132022213,0.68077349,3.436430974,8.097866057,7.074112237,2.381326244,-1.177870053,-0.83562644,1.744477087,0.116499592,1.102065281,4.004749289,2.329025064,0.262567483,0.022196507,1.577567188,2.738238481,3.495157063,-0.405169534,3.719301529,3.207672129,-0.444182384,-0.792476555,2.043065231,0.430653379,-1.357193989,-0.623993174,1.160518379,2.400679764,0.909860995,-0.927306193,1.33026067,1.82167506,-0.809923167,-1.252612653,0.855216556,0.891964457,-0.320980102,0.497872573,1.718840601,2.463546373,2.343850032,-1.314753698,4.743971153,4.255830187,3.255403874,1.160743147,2.826805498,4.038532112,5.19006896,2.150398432,2.89900411,3.758946403,1.560456804,1.227467811,1.351558238,,,,
Bulgaria,Consumer price index (CPI),1.22345141,0.603985905,0.248801511,-1.056194884,0.279048292,1.445453172,1.030833275,0.050987351,1.757250999,2.186079816,0.689881575,-0.731442539,0.956918954,1.09675781,0.31817643,1.536149962,1.18645476,0.483441472,-1.011267211,-1.248627057,0.286766726,-0.421696448,-0.450920037,-0.216574928,0.452487144,-0.259652468,0.590080353,-0.820133353,0.033436582,-0.472377344,-0.602251594,0.69874386,0.064915749,1.49306196,-1.17E-04,0.023998613,1.207052811,0.767766003,0.562199311,0.938613029,0.838821087,0.905654424,0.617316306,0.331228991,1.188015923,1.427831075,-1.373243313,-0.089504374,0.477351029,0.999606155,0.961762978,1.330104514,3.5909758,4.279360673,5.617354974,3.332969214,2.905075975,2.828099318,0.746122886,0.837273967,0.783824673,1.071871377,-0.320101052,0.34386787,0.94113023
"Moldova, Republic of",Consumer price index (CPI),1.369342391,-1.22802948,-0.572915042,-1.264495383,2.514023417,5.184083132,1.424377172,-1.231546321,2.583160636,3.336195335,2.414366924,0.232291472,2.27947431,1.069747651,0.399566666,0.466896126,1.843492723,1.571062833,1.18833846,-0.678533178,2.781647914,2.037154837,0.956997458,-0.781415363,2.487822478,3.358007676,2.753497709,2.086365982,4.592990264,1.176149772,-0.150393143,-1.115801987,2.608853151,2.928307023,2.563696096,-0.85274461,2.699245586,0.750321699,0.61551196,-1.225284478,0.872915613,2.199409734,2.1713085,0.361549281,2.246631815,1.480910017,0.360332959,-0.771247804,-0.104891818,1.301180849,2.601033907,1.062806742,6.371790156,7.972879373,11.4114911,4.672571322,4.873281843,2.212818294,3.20971969,-0.858771411,0.705268029,1.185266473,2.467971521,0.592112816,1.525734712
"Tajikistan, Republic of",Consumer price index (CPI),0.991383283,0.129066733,1.204266371,1.876263463,0.866846633,1.29624529,1.103938178,2.762344763,3.534030756,4.122010204,3.363562261,1.608315871,0.699000671,0.93640409,1.506753174,1.981663449,1.970554919,1.070192274,0.566945604,0.700765766,1.00170429,1.779138363,2.78702495,1.002735556,1.406478081,1.513075631,1.498119157,0.723533804,1.43132145,2.276561615,0.948805982,1.541572643,1.237248015,2.269702177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Federation,Consumer price index (CPI),2.36543349,4.71420206,2.709084897,1.212452961,0.310326006,2.816597363,1.465395223,1.440834321,2.159479041,4.133173731,1.506011986,0.128966527,0.80156793,1.379739623,1.470914361,2.259412989,1.272006996,1.941573734,1.510980084,1.488627288,1.306035947,1.936897957,2.642154294,1.586545837,3.09770202,8.098819669,2.305431493,1.473423516,2.007556767,2.312965664,1.355469277,0.982156324,0.976690405,1.227346926,0.943382083,0.187317094,0.205566707,0.902460458,1.064094323,0.784348543,1.077880674,2.149785872,0.892150783,0.126094135,0.24979138,1.141221451,1.56672477,0.537038811,1.124465759,2.215857385,2.016635766,1.333993785,2.50133847,5.272265946,,,,,,,,,,,
"China, People's Republic of",Consumer price index (CPI),-0.930719472,0.394559386,-0.764506095,0.031373345,0.871454864,1.937307929,-0.135944496,0.563569986,2.217292524,2.503596106,0.557298374,1.023281676,0.471846919,1.628051125,-0.369688472,0.164857165,0.674340726,1.986817696,-0.440358194,0.499982874,0.831830078,1.33891448,-0.539995238,0.271461617,0.338413091,1.079254452,-0.333663121,0.703042814,0,1.728727034,-0.326800864,0.229510648,0.523390871,1.008782412,-0.25773471,0.323000872,0.740506561,1.310318882,-0.662457075,0.889169988,0.629520873,0.969658941,0.154896326,1.082583574,1.958388189,1.680683465,-1.977582137,0.33123579,0.120039246,1.448089558,-0.626235992,0.066334992,0.894928737,0.821287779,0.45617465,0.454103146,0.096867937,0.225806452,-0.675893145,0.291639663,-0.161550889,0.517799353,-0.418544752,0.549628193,-0.450160772
Ukraine,Consumer price index (CPI),4.161248375,6.367041199,3.051643192,0.949126803,2.444528018,4.368575624,0.422089342,1.050788091,3.327556326,2.71720899,3.233180927,-1.012337868,0.095877277,0.606641124,-0.031735957,-0.698412698,-0.063938619,0.319897633,0.031887755,-0.573796621,0.448861815,1.755505905,8.030112923,3.861788618,7.017053397,13.55799373,25.92592593,0.182681768,1.531728665,2.101293103,4.01055409,0.236766447,5.483381137,3.598848369,3.875250888,2.303804994,3.472323115,3.48216793,1.84531886,-0.093258726,4.213895186,2.661548305,2.081515643,-0.659340659,1.057030482,0.158112381,1.505768063,-0.334968298,2.460688993,3.608247423,3.120759837,0.932017544,2.390005432,4.615384615,9.746450304,5.082709546,4.89842582,2.489939638,2.036809816,-0.673400673,1.226795803,1.411258173,1.769006997,2.580346106,4.812471758
"Uzbekistan, Republic of",Consumer price index (CPI),,,,,,,2.705275791,2.363061183,3.032709801,3.417579752,3.579512952,4.026727317,3.346372255,4.558215966,2.900379022,-0.682046319,3.608084874,5.593702966,3.303520795,-0.777209824,2.73135594,3.06492146,2.714061848,1.326416632,2.977626828,2.782569335,1.770613017,0.294979481,2.714518259,3.312432092,1.282727342,-0.026066086,4.143306015,4.593492295,3.300098949,2.802197896,5.220856356,7.290205559,2.308034402,0.497543197,4.859580232,5.151686688,2.575085938,1.947239179,5.198810921,3.320295098,2.998698315,0.469475888,4.135638493,3.277311732,2.589176927,0.593540647,3.491900459,2.993036219,3.702557554,1.583896933,3.44469334,2.804587487,1.921485283,0.583258283,3.24917794,2.291762604,3.298453351,1.242388349,2.829506347
Czech Republic,Consumer price index (CPI),-0.620211602,1.284875184,0.036245016,-0.579710145,-0.255102041,1.461454147,0.648181491,0.071556351,-0.143010368,1.181525242,0.636942675,0.105485232,0.421496312,2.448408534,0.375554797,0,0.034013605,1.394083645,0.100603622,-0.2680067,-0.067181727,0.403361345,0.100435219,0.16722408,-0.233722871,0.066934404,0.668896321,-0.132890365,-0.499001996,0.434637245,0.466045273,0.132538105,0.43017869,1.383855025,0.2599935,0.453808752,0.484027106,0.642260758,0.670070198,0.570522979,0.189095493,1.258257314,0.776638708,0.585696671,0.36775973,1.832061069,0.299850075,0.777279522,-0.296647879,1.398393335,0.997652582,1.975595584,1.623931624,6.279786936,5.117383276,3.56336261,0,6.90574267,0.385312783,0.677353804,-0.448531061,1.46429376,0.754884547,0.528867342,0.109601052
Slovak Republic,Consumer price index (CPI),0.951733515,0.24691358,-0.111957009,0.112082493,0.201522615,0.335195531,0.467706013,0.066504101,0.221533008,2.541998232,1.013149386,0.149381135,0.745791605,1.861252115,0.705980066,0.288659794,0.575657895,0.592804579,0.162568584,-0.040576182,-0.202963264,0,0.183038438,-0.101502233,-0.121926438,-0.366225839,0.490095977,-0.304816094,-0.305748064,-0.408914332,0.328474646,-0.368324125,0.349147669,0.613999181,0.366151343,0.202675314,0.627022654,1.125628141,0.814947327,0.138012618,0.098444576,1.317859953,0.951271598,0.461538462,0.133996937,1.185241828,0.151143019,0.056593096,0.131975867,0.640180757,1.384471469,1.679276619,1.68784029,4.240585401,4.389959936,2.985074627,2.802994107,4.151820294,1.740294511,-0.029239766,0.453348932,1.019071189,0.648508431,0.52978236,0.811850164
"Estonia, Republic of",Consumer price index (CPI),0.561797753,-1.232903102,-1.189779598,0.829056455,-0.371965544,1.021811751,1.633923361,0.937799043,1.554797118,1.138909634,1.513753,0.945626478,0.432354531,1.417040359,1.061195614,0.770038502,0.434178534,1.210444406,0.922603793,0.186219739,-0.844880027,0.357873211,0.288673799,-0.355570606,-0.747663551,-0.085601781,1.148046607,-0.779264781,-0.816117466,0.030985334,0.877645844,0.358239509,0.01699813,1.716519375,1.019214703,0.92623222,0.098328417,1.031434185,1.231567007,1.168560909,0.253164557,-0.363005051,1.82163789,0.48226509,-0.216751819,-0.589604344,-0.827220228,0.69247718,-0.406376993,1.208411802,1.566134284,3.099236641,3.168961943,4.449547869,8.231414044,6.120137125,0.39456704,1.573114051,2.839375807,0.193953223,-0.318833979,1.507882111,1.339185235,0.666296502,0.319911748
"Latvia, Republic of",Consumer price index (CPI),1.372326169,2.556850638,-0.393985784,-1.8882154,-1.285480181,-0.227229516,1.272092916,0.118187773,0.641681694,1.889066807,2.043660745,-0.093937554,0.320460648,1.125992239,0.92798302,-0.631599534,0.167203845,-0.082575973,0.441454667,-0.613400486,-0.035049081,0.602852168,0.718725397,-0.450660928,-0.279739586,0.007455429,1.512274748,-1.354216543,-0.087817896,-0.494393953,1.253941558,-0.437966031,1.178035648,1.163663528,1.165854606,-0.640325874,0.858999804,0.601935438,1.523263995,-0.119967245,0.871689455,0.602363913,1.892059139,-0.51806919,0.231727739,0.337237774,-0.472038467,-0.094225037,-0.384545875,0.832698867,1.970812002,1.336361043,2.827915987,2.796581226,8.671672998,5.986110622,2.596837195,1.246510889,1.397410443,-0.291271029,-1.114545667,0.779524344,1.489410538,-0.18300477,0.414693379
"Serbia, Republic of",Consumer price index (CPI),2.434301521,2.538482312,3.028706874,-0.255623722,0.461301896,1.173469388,2.597075139,2.088965348,3.418391911,3.980446927,3.469890307,-0.562527045,0.870322019,0.84124245,2.930481283,3.283458022,4.76861167,0.691376993,1.316040435,0,-0.037650602,1.374764595,0.44584804,0.092472721,0.07390983,0.276957164,1.288897072,-0.109071078,-0.054595086,0.327749454,0.344827586,0.379815518,0.468468468,1.847202296,0.915654164,-0.29663235,0.367518376,0.592850915,1.161379789,0.239890336,0.034188034,0.956937799,0.998645904,-0.653594771,0.118083671,1.314237574,0.216198237,0.282110853,-0.215124938,1.094527363,2.034120735,1.463022508,2.519410553,2.426584235,3.847894975,3.894216797,4.125874126,3.263935527,2.536420395,1.065584168,0.953934982,1.01952008,1.316923077,0.898931001,1.047435589
Montenegro,Consumer price index (CPI),,,,,,,0.110021067,-0.013240418,0.468823837,1.678863982,1.564807882,0.12239477,0.507728359,1.426538183,1.378241638,0.875084276,1.403114043,-0.106890434,0.587677768,0.326073275,-0.510934694,-1.011880089,0.27938721,0.220760603,0.238569546,0.071573102,1.563182421,-0.044091799,-0.145486969,-1.246666957,0.352610347,0.370227313,1.114769138,0.55977103,0.16586841,0.827439208,0.617361398,1.109908865,0.573571526,0.377032214,-0.226756055,-0.204860754,0.563011928,-0.390338963,0.720946759,-0.098560266,-0.915102213,0.005732187,0.182372307,0.741282787,1.379904924,0.735362036,1.340015663,3.750485906,5.888434014,3.538748977,3.020891474,0.855451741,0.540592383,3.175395151,0.405264631,0.537619749,0.64587971,0.606398722,-0.099626366
Hungary,Consumer price index (CPI),-0.208892868,1.10645933,2.425317953,1.617095004,-0.028417164,1.876065947,1.785714286,0.137061404,0.465370928,1.771117166,1.606425703,-0.4743083,1.138469685,3.246073298,1.495943205,0.149887584,0.424045897,0.844510681,0.369458128,-0.171779141,-0.294985251,0.123274162,0.172371337,-0.073746313,-0.910209102,-0.248262165,1.493280239,-0.269740069,-0.442586673,-0.419856755,1.091269841,-0.171736997,0.737281887,0.927055379,0.575296108,0.158623342,0.614291885,0.620081088,1.303626452,0.865699579,0.417536534,0.531300531,1.884191176,0.202976996,0.742741391,1.429848079,0.088105727,1.408450704,-0.130208333,1.760104302,2.071321802,1.213389121,1.86027284,2.861201299,4.280923259,6.602345819,7.329192547,5.109126984,1.305647318,0.931677019,0.230769231,1.181887951,1.395631068,0.643327349,0.564887766
"Lithuania, Republic of",Consumer price index (CPI),1.20374403,2.770134383,-0.19348993,-0.986505402,-0.196819401,1.116338177,0.747218157,0.156146144,1.026963348,1.295617172,2.209901176,-0.081967354,0.514827152,0.885738443,1.394760661,0.344377723,0.249379213,0.121691401,0.547989793,-0.489293108,0.214230085,-0.096655278,0.46435449,-0.450219906,0.107026213,-1.682431336,1.370207442,-0.698275765,0.668590983,-0.347333944,1.129116602,-0.732984259,1.147566912,1.242465091,1.815942331,0.094006841,1.010895314,0.431646077,1.064001042,-0.175058516,1.114031972,0.132937978,1.569682305,-0.328736556,0.655825486,0.590110208,-0.139662507,-0.090193177,0.167387274,0.896508251,2.239422305,2.018713424,3.815128431,5.384898832,6.541138179,5.27283845,3.827315245,1.702151598,0.478383934,-0.3278392,0.144458944,0.207676161,0.423577225,-0.095258477,0.692218539
Mongolia,Consumer price index (CPI),-0.244648318,1.59411404,3.198551599,-2.69005848,0.841346154,6.078665077,6.06741573,-2.542372881,1.902173913,3.893333333,1.180698152,2.536783359,2.127659574,6.298449612,3.646308113,1.978891821,1.940491591,3.34179357,2.087597217,1.563753007,4.26371891,3.483528966,3.073545554,1.810436635,2.231520223,1.7053206,1.039570758,0.066379024,-0.7960199,0.434637245,1.531291611,-0.721311475,-0.693527081,2.427668773,2.435064935,0.475435816,1.072555205,2.684144819,2.112660009,0.471425901,2.05237467,2.144810495,2.889348248,1.182586778,-0.319981868,2.241308324,0.368139224,0.133377793,0.1998002,1.728148887,3.887618425,3.050314465,2.654867257,5.007619551,4.702325435,1.815855113,1.892839803,3.781275839,3.175418765,0.365205843,0.760833609,1.969796454,1.96394076,1.041995579,2.25
"Croatia, Republic of",Consumer price index (CPI),-0.403078051,1.287711553,1.126044315,-0.790229885,0.036205648,0.506695621,0.936262153,-0.392436675,0.429799427,1.283880171,0.950704225,-0.627833973,0.877500878,0.27835769,2.914642609,0,1.348617667,0.299401198,0.630182421,-0.494396836,-0.165617754,-0.265428003,0.532268796,-0.297816016,0.066379024,-0.729684909,0.968927497,-0.926538716,-0.100200401,-1.203610832,0.507614213,-0.505050505,1.015228426,0.067001675,0.502176096,-0.566289141,1.340033501,-0.297520661,1.425729443,-0.588427591,0.723446235,-0.979431929,1.582591494,-0.421940928,0.749674055,-0.549983824,-0.065061809,-0.227864583,0.522022838,0.162284972,1.62022035,0.701530612,2.153261558,1.828890267,5.753424658,2.245250432,2.871621622,0.492610837,2.260348584,1.464713715,0.708661417,-0.390930414,1.360544218,0.180691791,1.649059521
"Slovenia, Republic of",Consumer price index (CPI),-0.910394265,-0.448527816,1.555119541,-0.418604651,0.44192146,-0.193160681,2.222062935,-0.378655073,0.045752094,-0.16181799,2.237412353,-0.806451613,1.202140227,-0.116726174,2.172269196,-0.417143242,0.939125735,-0.344712182,1.373543339,0.129198966,-0.05955335,-0.920316483,1.49687594,-0.743983935,0.089549269,-1.219431374,1.234485072,-0.546755915,-0.043314564,-1.35,1.723264065,-0.149476831,0.382568197,-0.152444076,1.317667364,-0.350520867,0.512837371,-0.176614881,1.897054487,-0.337620579,0.493628005,-0.712726339,2.221431805,-0.003163256,0.060103758,-0.758749328,-0.219808225,0.858821276,-0.57611345,-0.592186953,2.193895526,1.153315783,1.363242037,1.167624404,4.604507825,3.168505574,0.792295417,1.080495528,2.94853123,1.596199018,-0.404603016,-0.693784953,1.862133085,0.203411047,-0.179575265
